Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
4123,3629,3246,2893,4278,4496,02a86c6dcd5e0339275d,[],Only Tor,2.0m sats,2,02a86c6dcd5e0339275d27744d5b434034cd90078b4050d59ed42a38a224df968a
9999,9999,9999,9999,6425,4496,ExitPay.org,[],Only Tor,2.0m sats,1,02e4f180d862ec3ef4c19b0cee333db86a8050a277652989ccacb30ca1591010fc
9999,9999,9999,9999,6425,4496,LOFASNODE,[],Only Tor,2.0m sats,1,03e14450218824b1d7d3f7d2cb454377fcd7b02f21374058f56c89d8150db0782a
9999,9999,9999,9999,6425,4496,Quantum Frame,[],Only Tor,2.0m sats,1,035d400d26ad1739a98d3edbf224d7d40235c534a8f58f7cc7afefc639d3c84bfb
9999,9999,9999,9999,6425,4496,horndev,[],Only Tor,2.0m sats,1,03e1767a00671c2f6782359307e4b22ad57e866832c3d22d0ab40deb3ca681376a
9999,9999,9999,9999,6425,4496,Up Only,[],Only Tor,2.0m sats,1,03354dac293ca70ce5867d9e4d1457713ac2da77abbd0ae3ef0f33c731a178503e
4788,4592,4620,4470,3296,4496,LordNode,[],Only Tor,2.0m sats,3,02c8c20c1da775e35c4dd994a2e62e179c0b27b8c41de9efb188380bea3094a83c
9999,9999,9999,9999,6425,4496,0273a1b98aca060c1d74,[],Only Tor,2.0m sats,1,0273a1b98aca060c1d7429ed6947f3b37cc6a6531f476631ef6c2f028d1866b40d
3209,3099,2892,2802,3296,4496,LightChainS 01 BR,[],Only Tor,2.0m sats,3,02146fd7df060b4a3972869c1e3a840f2f8d6ac42a96cc6fd9a92001b3ab65954f
4123,3821,3443,3175,4278,4496,INVICTUS-LN,[],Only Tor,2.0m sats,2,03fc38452c59b131bde5775a3b834570482740c49230a24e4935657502168f7490
4123,4592,4178,4240,4278,4496,02f5b8b8efbb0eec4797,[],Only Tor,2.0m sats,2,02f5b8b8efbb0eec47975e530e973da82e85e051732e7ab44d15479a0287d7ecba
9999,9999,9999,9999,6425,4496,02f877860e2a086a65ab,[],Only Tor,2.0m sats,1,02f877860e2a086a65ab381a5463ea29d2d280ac6ccbb3ab8555fe0a126fa92514
9999,9999,9999,9999,6425,4496,Dodobrel,[],Only Tor,2.0m sats,1,0280471081afa5a39fcce04ef7290a725d2aaa8f2cd20334889925e65528bc2daa
9999,9999,9999,9999,6425,4496,02091b01061cb0356054,[],Only Tor,2.0m sats,1,02091b01061cb03560547544ca031080bdb441fc84de7f85879e4180471c61543e
9999,9999,9999,9999,6425,4496,0272e180de0a95d00cdb,[],Only Tor,2.0m sats,1,0272e180de0a95d00cdba3398083ea240c229aebd941d9a376c4659600c71bd33b
4123,4238,4614,4733,4278,4496,Tzikin,[],Only Tor,2.0m sats,2,03ab0fa92c97887e3c49c0bec63ade29ba0ba03dca56e5439f46fbfa7639d25039
9999,9999,9999,9999,6425,4496,LacsapEightyFour,[],Only Tor,2.0m sats,1,03ab3c796df44fd25ffd0038c6e3e2f5445ea538d821bf2e06e1215344a49bc06c
9999,9999,9999,9999,6425,4496,Lightning Redirect,[],Only Tor,2.0m sats,1,03a5fc288820c49b3ab0642e2125f6cbd19fee7f1aba03abec7dd3550f1af6d109
9999,9999,9999,9999,6425,4496,tokencontainermodel,[],Only Tor,2.0m sats,1,032f43233d89015fcfcb71984442d586cb149d33d272b3870a5140809b70c333dd
9999,9999,9999,9999,6425,4496,Bitcoinst.art 🚀,[],Only Tor,2.0m sats,1,03ea17f6bac6bf73bfb932aad27f9887cab1c45f9e35d53049cdf6bd7002786554
9999,9999,9999,9999,6425,4496,nodelit,[],Only Tor,2.0m sats,1,032f1114f90df2e04f553e1716b651c91f04482a5dfd6f60c837e8de87b59d935d
9999,9999,9999,9999,6425,4496,donate.sparrowwallet.com,[],Only Tor,2.0m sats,1,020a128145c54dec1c1d72e9bf0ec26759d1e16b9a7bba1453e1fc2b4cec6a6fbd
9999,9999,9999,9999,6425,4496,02583ed02a82977abd2f,[],Only Tor,2.0m sats,1,02583ed02a82977abd2f2067d7f4bd0d32c9f400d3a69df9b1f31c9eedc4f51904
9999,9999,9999,9999,6425,4496,03999fa05ada4a91021d,[],Only Tor,2.0m sats,1,03999fa05ada4a91021d6542961f72216e9b5d075f7214dcf8e30a910baf99f85e
9999,9999,9999,9999,6425,4496,food4bitcoin,[],Only Tor,2.0m sats,1,03851ce7b1a82b99a9fa1bd397a63c6342bb0de6d651860af663f9dd4c34b1343b
9999,9999,9999,9999,6425,4496,03b3a32526f05c45b70d,[],Only Tor,2.0m sats,1,03b3a32526f05c45b70d02cbc98b475503c3c97e13d9daf15e5cb632b8adcdad9c
4123,3161,3291,3746,4278,4496,mynodebtc.com [myNode],[],Only Tor,2.0m sats,2,03ff74fe0b13e7f268b8804a07bf5b691f093540426adb0e9f4cc67f03667beb80
4123,4056,4618,4624,4278,4496,027805c41bff1e80607d,[],Only Tor,2.0m sats,2,027805c41bff1e80607d34873cfc3ca957f3d5107aa4ef4454eea46ee924193c3e
4123,4592,4769,4675,4278,4496,0214625cc3f83e9a2558,[],Only Tor,2.0m sats,2,0214625cc3f83e9a2558c3558189e22388b5c3a89b4a22e57968b351202c04c704
9999,9999,9999,9999,6425,4496,pirated 🏴‍☠️nodl ConTa,[],Only Tor,2.0m sats,1,02963d1d5feacc58531c4e80927728321626eaf2c68e50e5687b3ea77866c160ee
9999,9999,9999,9999,6425,4496,BitcoinULTRA Two,[],Only Tor,2.0m sats,1,0254b24b8fdea0854f8967a29c52cc913be4f6d0de85f8832e3f2f2fa0a37db1ff
4123,3350,3183,3016,4278,4496,032e904f214377494c95,[],Only Tor,2.0m sats,2,032e904f214377494c95817a050ea4eae8a6fed4758a08d5d0d113452060fe948f
4123,3082,3585,4288,4278,4496,03a5e0a77611b1991537,[],Only Tor,2.0m sats,2,03a5e0a77611b19915379e0ea04a45010c47086cd05238b913948a4bef13c5a76f
4123,4188,4453,4644,4278,4496,LightningLNQ,[],Only Tor,2.0m sats,2,032e7868bb1bba9e50b1969077e0e68dae3164acfe24bc4a30208e0fe38d3e2321
4123,4080,4717,4597,4278,4496,Reacher's-Node,[],Only Tor,2.0m sats,2,032e6a5586541772695433570b3bdd3a08d6e05becc625ac1521ec9b24deecc56e
9999,9999,9999,9999,6425,4496,SamNode,[],Only Tor,2.0m sats,1,02f6bbf85dcd8a657d13b344915ce16f49cd202ae2c2a46d0316d054cca7b6309a
4123,4161,4537,4748,4278,4496,darkzone,[],Only Tor,2.0m sats,2,0385fcb215ca43803bab6685d6a18eaf62d1778b6f6fd90c4fa57312a6f86534f7
9999,9999,9999,9999,6425,4496,bitcoin-21.org,[],Only Tor,2.0m sats,1,0208a5c9f0a0ed9a077f7fd83e34c4c9a8f010baf1b9628313c7cfbf749c08a9f3
9999,9999,9999,9999,6425,4496,Crypto8888LN,[],Only Tor,2.0m sats,1,02649c02e40a00c5b1c8ec796a1fe2b3a029657c087c08b65bc8bded132a6e020a
4123,3816,3132,2692,4278,4496,plaidfunds,[],Only Tor,2.0m sats,2,0391574fcdb49dcbe1f38e27abf384d03a445a8c1b73ec686fa6d0d473787e39ef
9999,9999,9999,9999,6425,4496,Lamplighters,[],Only Tor,2.0m sats,1,03959c30f110a89787597b66242c2aaa66dbb8ee898433c8e03145452e5d6a0182
9999,9999,9999,9999,6425,4496,MagRe,[],Only Tor,2.0m sats,1,0399232e16c7028f8d1f392003b07e2d0be23194f9eb7ce0d6451fa284d85be9e7
9999,9999,9999,9999,6425,4496,0/0.001 Fee | Baby Shark,[],Only Tor,2.0m sats,1,03a718f9f5acf1a4b488b88f1fbc50b07fad37d8d5d510e4970652bf3b433d03a4
9999,9999,9999,9999,6425,4496,Zireael🦅 [Main],[],Only Tor,2.0m sats,1,0293a4a5933422fa7cae2c8ff4c44490f26cf3dd7ac02b826ee20d4cba7dac944d
9999,9999,9999,9999,6425,4496,the Art Banc,[],Only Tor,2.0m sats,1,0205eaf2e61f26dfbd91c26473e3746968fd0e42aaff6232e16e53b822ffbd2f1e
4123,4178,4329,4515,4278,4496,03eb254ccd224dd40f65,[],Only Tor,2.0m sats,2,03eb254ccd224dd40f657a93249672e484be541ce5aa1b8b7e7f6f68b48bbc2aa4
4123,3723,3863,3815,4278,4496,03967febf51640f0d1ad,[],Only Tor,2.0m sats,2,03967febf51640f0d1adfdce74da67e25b024ad6096e8ed51e6e16cc630f31f0a1
9999,9999,9999,9999,6425,4496,allswap,,Only Tor,2.0m sats,1,02931272beceed03250c4ae8c1b3f7d3235b7b1c0e79f304345e4cb8e449de5e0f
9999,9999,9999,9999,6425,4496,03a771ffbc9819ca9726,[],Only Tor,2.0m sats,1,03a771ffbc9819ca97265410dec6d68ebd50968531847f46d3ebcbe662f8460a9b
9999,9999,9999,9999,6425,4496,031ff2a08e6ada312980,[],Only Tor,2.0m sats,1,031ff2a08e6ada312980fc0cc4bbe380bc4c28bdd0fd76f4ca2753c47c91c61bed
4123,4242,4477,4551,3296,4496,Meine_Node_01,[],Only Tor,2.0m sats,3,020153f202e79ac0cc9a6cb806437845e2ebe0a219a242d2ce3394d5488a4b1442
9999,9999,9999,9999,6425,4496,LNImfineja,[],Only Tor,2.0m sats,1,0395a69a21cc85cc090180b1d86896f707c2f9c7ad3c27d233de59493ebe1fca72
9999,9999,9999,9999,6425,4496,031ffccb06e708c1f717,[],Only Tor,2.0m sats,1,031ffccb06e708c1f717dcedb726048b7358a5ed0b4107738e3a75b7d7ec99e182
9999,9999,9999,9999,6425,4496,nodl-lnd-s007-001,[],Only Clearnet,2.0m sats,1,02691fbf5f161d13640d2c8bc1fcb47a601badfaf5b82e892d75376e3bf540a590
9999,9999,9999,9999,6425,4496,elhefe,[],Only Tor,2.0m sats,1,032fedd4ef99d52d37429d9a81e1658865fed4fa9ec5745db5288fea09736d300f
9999,9999,9999,9999,6425,4496,Thommytomate,[],Only Tor,2.0m sats,1,03b4a545402c599cb4f4a946dd2b9444c6b2ee61c6a4a89bddfd3153637c93c983
9999,9999,9999,9999,6425,4496,LightningLouk,[],Only Tor,2.0m sats,1,02f61bb12506514242327b31c7551773ef8a66dcf3a07daf9dacaa5968fe20b38e
4123,4592,3276,3142,4278,4496,5.10 🇺🇦,[],Only Tor,2.0m sats,2,02553fbcf7361e0cd2d8d93ca95a5497944a83f65be7c966d8ac9ec7d7f456e1f4
9999,9999,9999,9999,6425,4496,Test-NostrAssets,[],Only Tor,2.0m sats,1,03ea3a5d916b1aa94497932897b5b4f381ae87dc5f7d3320f57cc68a6e91951496
9999,9999,9999,9999,6425,4496,Hedoes,[],Only Tor,2.0m sats,1,03a95de1a86fec848b1dcaeab03c51024abf6f78e3a0242039edccc8c541d44698
9999,9999,9999,9999,6425,4496,New_Normal,[],Only Tor,2.0m sats,1,0207783d466310518bc651de86e3181354fcc06fa3a0b1a08b8a942b8080165c0a
9999,9999,9999,9999,6425,4496,RingofKafrene,[],Only Tor,2.0m sats,1,02170ffa14bc0486252ad0213e698570cb5492955f6f6cd5ab97145a94e11ae696
4123,4592,4102,4471,4278,4496,030a41cbc99082ec8d8e,[],Only Tor,2.0m sats,2,030a41cbc99082ec8d8ef35b50d4c01bc0175fdd78c701a1707c14f17d562d174f
4123,4106,4418,4627,4278,4496,03a98eabe0dfc5b99ad7,[],Only Tor,2.0m sats,2,03a98eabe0dfc5b99ad7a54d2fbf4ab94f0e938c1b92c6843ebed935a4a97cf875
9999,9999,9999,9999,6425,4496,LNBazaar,[],Only Tor,2.0m sats,1,031d9f1d7e81f7e9cf17aec7f965b420671de5b4fee0cb72274408a9206e09ba7a
9999,9999,9999,9999,6425,4496,Kissaija Ltd Smallboys,[],Only Tor,2.0m sats,1,02827ce5ab61debef9739ccbe0158044ddf04dbcebb5eab6191ab5f7bc4a74bd8d
9999,9999,9999,9999,6425,4496,ericcantmeme,[],Only Tor,2.0m sats,1,0334049b6072c3044a900ab55a28c2f5361cb630dd6189eae9485d932ed139087c
9999,9999,9999,9999,6425,4496,028d9e9348bb5594bc5c,[],Only Tor,2.0m sats,1,028d9e9348bb5594bc5ccf195fa193fb3260287bb0529a65a74570fc2907c8cf36
9999,9999,9999,9999,6425,4496,bbb6012,[],Only Tor,2.0m sats,1,03ae30aa8af2e1c34a5502ebb8a2f3974644374d6b239b2943af1e902a8d3d2322
4123,2258,3140,3041,4278,4496,Bodetal 🎶,[],Only Tor,2.0m sats,2,03fdd20ee24a4ad8e82c6c5d367d7df597b15aab3f08b3391fbd6d0a20d44c3f2a
4123,3781,3981,4391,4278,4496,03a2816d8145a69a3439,[],Only Tor,2.0m sats,2,03a2816d8145a69a34390de323dabf9c3738f98e6dbd62b3f3e530f448bf8f0e92
9999,9999,9999,9999,6425,4496,026c27400d8117c47256,[],Only Tor,2.0m sats,1,026c27400d8117c472561bd37ec3b6686978530ab18046fd5b66c2bb957b5307ed
9999,9999,9999,9999,6425,4496,mynodebtc.com [myNode],[],Only Tor,2.0m sats,1,031aff171e86ca531a82cb8e50766b5150dbae42a5bbefdbc7bfd57ca871393483
9999,9999,9999,9999,6425,4496,03292744e7c6bb7a420a,[],Only Tor,2.0m sats,1,03292744e7c6bb7a420ae96c9c9a2b0329d6d557e7590c0f759b242c7fcd0c70b6
9999,9999,9999,9999,6425,4496,LaughingFox🦊⚡,[],Only Tor,2.0m sats,1,025ee97f817a7811e76b7f3389fba76c548cd29dbab5ac31c6eda1858ca85c8dd0
9999,9999,9999,9999,6425,4496,031312f56daf1123e0ac,[],Only Tor,2.0m sats,1,031312f56daf1123e0acc7d5f81ec0a579cea0c145b85435caa52a03385f43434a
9999,9999,9999,9999,6425,4496,TK21,[],Only Tor,2.0m sats,1,039f1f720ddf57f51cc029f6cee7bd56bd57e1fa42146a5106744fa516aefe07c4
4123,4592,2640,1956,4278,4496,malzahn.io,[],Only Tor,2.0m sats,2,028d6234108ee180cbaa51ef8820d7a3c0f77e593d6d1fcab1ba188cfabf83e92c
9999,9999,9999,9999,6425,4496,pekorin-ln,[],Only Tor,2.0m sats,1,02fc2a17c97880ea874d5d5cdbd86d0ae5214906c212c241ecf1b70a54ea64fcb5
9999,9999,9999,9999,6425,4496,sats24,[],Only Tor,2.0m sats,1,0287eb026a4e4ef14453bf937855ab11b97fa31256ffa2f5fccf19977bfeb5fdb4
9999,9999,9999,9999,6425,4496,kademlia,[],Only Tor,2.0m sats,1,03f2e1a52f35cc0bd3cfda53864cd663b98345688458761cf039d57f22d1c4347c
9999,9999,9999,9999,6425,4496,directaffinity-prod,[],Only Tor,2.0m sats,1,026c62652be235ba49f7911d1abf405f8654a753cbbf81cc4a0d78fe2be146c037
3209,2613,3963,4246,4278,4496,urlndland2,[],Only Tor,2.0m sats,2,0288c9c13ed8cade6d9bc530eb553afdec7a465dc55e7c11aae5d821d88fccfa4a
4123,4592,1114,1717,4278,4496,Wolke7.1,[],Only Tor,2.0m sats,2,02ffc75f4f257178eb33dd524e30bdb92aa9db7bba9ceb0aff635ce8f34733c129
4123,3236,4546,4321,4278,4496,028c2c78d6294d4f775d,[],Only Tor,2.0m sats,2,028c2c78d6294d4f775d5ae96b9792c0e5daa19bd990bb4f8e18dc77d2a9df2157
9999,9999,9999,9999,6425,4496,blank,[],Only Tor,2.0m sats,1,03af5eb3ecb78c9345e22fc552618ebd8caa2b2788b27aa8729d07cdfb43842e70
9999,9999,9999,9999,6425,4496,Arrakis Spice,[],Only Tor,2.0m sats,1,025b70cdb7f076d6182cda51cd660f51cca4d23d284a4780788a6ced3c19fb887e
4123,4592,4732,4821,4278,4496,BitcoinBeer,[],Only Tor,2.0m sats,2,02fd07f772f65ea2abdcf405442b63e8eee1199c26c88e1e7c89666f2aa528728e
4123,4592,3233,3023,4278,4496,026e6215d95fa7ef9c3d,[],Only Tor,2.0m sats,2,026e6215d95fa7ef9c3d214ffa24be987dec4aa8d9474b82a6dd07c0d927d3640b
4123,2484,3647,3938,4278,4496,SHNode,[],Only Tor,2.0m sats,2,028b7264dc679f945aae21d2bac9db15e78aa3f6ba2c226eec7b78ff5ddc507e81
4123,3732,2883,2952,4278,4496,42god,[],Only Tor,2.0m sats,2,0388a8b19b7689e7e71f4c6bb13fd91befbc80dbedb68a8590b7b451bf4b2ccbb4
4123,3755,2511,2099,4278,4496,03f116ab7542327d35e2,[],Only Tor,2.0m sats,2,03f116ab7542327d35e2a574cb041bd84c5f509f7fad94a98743416d36a40c7da9
9999,9999,9999,9999,6425,4496,ForEverLaura,[],Only Tor,2.0m sats,1,032bb15c377a3a86814e07288b444014a4a2c7b2f880fb4e3f463623a9e90fb2de
2626,3027,920,1432,2700,4496,lrm_btc,[],Only Tor,2.0m sats,4,03290ef2e6841fc1c30ddd8c3afe5ae208ec9ae1f6206225b0636d77b3d7532e20
9999,9999,9999,9999,6425,4496,030ec18131e77085b4c6,[],Only Tor,2.0m sats,1,030ec18131e77085b4c6cab39addef54ff9cf040415509ba24850a9ef19c68d5f6
9999,9999,9999,9999,6425,4496,HC,[],Only Tor,2.0m sats,1,0305eb2081bea517fcc0730d016e57bcea0761c060ba17797577926f41f3db3fcc
9999,9999,9999,9999,6425,4496,COBO2BOFB,[],Only Tor,2.0m sats,1,0304438982cc9afa1e8c089defc606ad96f21ba7b6ee3a9e85ed5bcbaeee84e70a
9999,9999,9999,9999,6425,4496,Aurora,[],Only Tor,2.0m sats,1,0282c03304843150091acd28fbbd2341d73571004ecd48b1da1e34844010c74f88
4123,4592,1203,1745,4278,4496,CptBarnabass,[],Only Tor,2.0m sats,2,020b883e5dc59ad5dc099b994c049665e74fdd998dbebb24d68fddecf6e3f02f93
9999,9999,9999,9999,6425,4496,03ac2c4b56f1aedbd608,[],Only Tor,2.0m sats,1,03ac2c4b56f1aedbd608d37fc91918c07194ea3ff02fecfbf4d3070b5bd486873e
9999,9999,9999,9999,6425,4496,AthleticSupporter,[],Only Tor,2.0m sats,1,0312ae512f06f3a3a5589437661dcb6e1a79b5187afa35d4a881bb973c0b0ab6ef
9999,9999,9999,9999,6425,4496,bitcoinserver.nl,[],Only Tor,2.0m sats,1,031979fe6ce0e69ece6d99a4bc4a7b30ed22a8cb8703dd7dd2dfaf619e07127e0b
4788,4592,4313,4555,4278,4496,0386322180eee7186e53,,Only Tor,2.0m sats,2,0386322180eee7186e535b1ab68723f23c10f276a170bef6164c2fabf9fa82df60
9999,9999,9999,9999,6425,4496,SnooZe,[],Only Tor,2.0m sats,1,03a41d0c609d1e974df340b2924e426f165a871a2cbebb2e3f60eb46af2e90ec6a
9999,9999,9999,9999,6425,4496,crader,[],Only Tor,2.0m sats,1,031bd096295d94d183785f7679ff9a8038dccd08a2af8889ee6743df5d3238015c
4123,4034,4030,3897,4278,4496,btcpay.bitcoinpuertori.co,[],Only Tor,2.0m sats,2,03ac9d759d2dfbb67f723482d316955813a5750f7ade6d9872e4ad1139c17e7c08
4123,3596,3083,3010,4278,4496,0259a073c02393e9a8e5,[],Only Tor,2.0m sats,2,0259a073c02393e9a8e59266ee158c2f1aec1953dc381993218502072d4a4aa8c0
4123,4060,4559,4759,4278,4496,HH_Node,[],Only Tor,2.0m sats,2,03905d732068ebe131ab127bfdc011238aa1aed9b5afad6256fc5269cff30bed58
9999,9999,9999,9999,6425,4496,031806a71f2c9d973437,[],Only Tor,2.0m sats,1,031806a71f2c9d973437a2cd218ea5a0c4be1dbae49fd7edae68f34728eec16a13
9999,9999,9999,9999,6425,4496,orange-crush,[],Only Tor,2.0m sats,1,0311f10a51404bc3e39e30e2b58280af7dd917e3bc7caf96e4edec1ef1a6b59655
9999,9999,9999,9999,6425,4621,thesatstash,[],Only Tor,2.0m sats,1,02659430a68615475a283b5a3180f4b8b7343f610525d0faa2f836e0e40834a529
2239,1825,3213,3641,2301,4622,lifeisshort6,[],Only Tor,2.0m sats,5,02b3ad4b5501604072054fd392cfd1b2fa1aa15b94729f2668f60d50296f8f3045
4788,4592,4860,4853,4278,4623,NoWasteBTCsigns,[],Only Tor,2.0m sats,2,02037aeb18cbadf639bae9c668bce9592cd2a1a0de63d0f875a7524cf69453b2bf
4123,4592,1349,2407,4278,4624,024598c1f2bc8a2cf360,[],Only Tor,2.0m sats,2,024598c1f2bc8a2cf360e00aff32e295cc92cdd88fef8ba97881cf5b5f42ef63e3
9999,9999,9999,9999,6425,4625,028cda817e7b0963cb38,[],Only Tor,2.0m sats,1,028cda817e7b0963cb383af99844d4ff2545349bd32a6f297f9fa6d0de69ab934d
3209,2886,3063,2707,3296,4625,The Grove HQ,[],Only Tor,2.0m sats,3,0242b5128a673f2a79ef517f0a6839b058d3a4eec67d99ca79373db643f7ed95d8
9999,9999,9999,9999,6425,4627,Pura Vida,[],Only Tor,2.0m sats,1,0323d6345a7477932144309adafa8b211abb485b2c4518920725323158d291c1f1
9999,9999,9999,9999,6425,4628,CloudRiver,[],Only Tor,2.0m sats,1,025143035e06fd7ac5f29e18ac58ed1d569fc4b7a97f58caf00bb523fa8842299f
4788,4592,4642,4791,4278,4631,022744d4382c28988fea,[],Only Tor,1.9m sats,2,022744d4382c28988fea6f49cc337424029d8bbecc7236a8bcea97ce4f23332b2a
3209,2997,820,1519,3296,4631,0250252781d9891784ab,,Only Tor,1.9m sats,3,0250252781d9891784ab51845f23f579ef2eb5868dd90a22823f0e974427530cf0
4123,3878,4597,4031,4278,4631,thesatschamp,[],Only Tor,1.9m sats,2,03003f781edaf8fbc51dca7dd553ea8c95a9d91f80c0e32de7b543dfb4994634d8
9999,9999,9999,9999,6425,4631,spirit9,[],Only Tor,1.9m sats,1,0310ce598352fbd4c3a6cf47c77f4c50ddc446432e72948bf374481995585799c8
4123,4592,4268,4642,4278,4631,albydemojp,,Only Tor,1.9m sats,2,02421e1fdf46c8586125ca1e2a14ad399e1507c9ea258e994776f777cd65c549c7
3209,732,3269,2975,3296,4634,AnoderNode,[],Only Tor,1.9m sats,3,038806fbcc3a2aec57384e9328d8cf13a88720285b9e0c0e9809676c2180b29a47
3209,3319,3814,3793,3296,4635,Baldor1,[],Only Tor,1.9m sats,3,0373e99bb264187f772006cc8aa9fd325690e697502595744f687ab6636e1ae33b
4123,4592,4829,4841,4278,4636,TalentedSats1,[],Only Tor,1.9m sats,2,02f8588f34ee8029ce5c63d1513a33480bb8ae01e0590216aa7255a06d14447595
9999,9999,9999,9999,6425,4637,AbleKirby,[],Only Tor,1.9m sats,1,02f1962328552371769881a9f49c192c0df261f3e0bdf4cd68a4f6d449cc6fd4ad
4123,4592,1114,1717,4278,4638,036eef3a2a2ea2e7b556,[],Only Tor,1.9m sats,2,036eef3a2a2ea2e7b55633d38946dac848728e563460565f8ab8960fafd40c72dd
1433,2578,3609,3310,1463,4639,MantisDance,[],Only Tor,1.9m sats,9,026ba3e522e35d157df1aadbd0e00424c0811b94f169fac9d2943b729bef63d445
2239,2353,2732,2954,2301,4640,SiniGANG,[],Only Tor,1.9m sats,5,0335cbdb34de0ed61af4011995142840f9c49fcdb01465dda417ca88801bcb7f2d
1433,2977,3071,2740,1463,4641,Nostr,[],Only Tor,1.9m sats,9,0227fe7931b4a8e1817606d4b6ea60b7b37ba0e40ee3bdc34df36b60faec10d00f
9999,9999,9999,9999,6425,4645,MYLN UMBREL,[],Only Tor,1.9m sats,1,02f2edfbd6186de5c3345de3ac9d52a6ca76d31c94b0c55f3e60d01532640736d9
3209,3036,2967,2619,3296,4645,Gresham-is-wrong,[],Only Tor,1.9m sats,3,02b7a2c5b6564a191b37c310f6f2e1d7c277e021ca048f0fcdf72b93539c7a80c7
3209,2855,3409,3888,3296,4645,rbstuMhGoodpay,[],Only Clearnet,1.9m sats,3,0387adcaa599a42f01c745ec4b130cf8ab8109d8b7ce5c7fbf722d8eb5bdccd92e
9999,9999,9999,9999,8049,4645,jonode,[],Only Tor,1.9m sats,0,02ba561887abe7da351d0863d1f0a1f1559903ad719cfa50b3258f4a5284522e5d
4123,4592,1248,1877,4278,4645,BitBastards,[],Only Tor,1.9m sats,2,036fede3db2792080c4f4045d0e02ba0dea4a93ab4b939029221e1f0673248b975
9999,9999,9999,9999,6425,4645,🌛BipX39.com🌜,[],Only Tor,1.9m sats,1,035a46443fbf051aeb423f265fb8aa8589cdd607ee8dc422cab79c777a18cffd8e
3209,2712,2908,2526,3296,4645,Kallhoinz,[],Only Tor,1.9m sats,3,035e3ac33ddb3926fc66c485762ac0a5605b3561bcfbd7ce6a05da9435d56d6a35
4123,1763,1691,2829,4278,4649,02726aef74f272168c53,[],Only Tor,1.9m sats,2,02726aef74f272168c531034ac3e0b37b2d0ac70d926a3c828ea1b4f71c885c686
9999,9999,9999,9999,6425,4650,Celery Man,[],Only Tor,1.9m sats,1,03bda4dac5649f52904fd2ec23b45987e968649bfc9be728a58eb7efe48c464013
9999,9999,9999,9999,6425,4651,BleedingEnergysNode,[],Only Tor,1.9m sats,1,03565ce7581ebe011244905e201626fd70fda836be6febdd50e9026fc02d95214f
9999,9999,9999,9999,6425,4652,42pupusas,[],Only Tor,1.9m sats,1,0251f123e056a6be1f1cef15895a99e5bfb4ebd230dc45ee19560889ec57bc42fa
9999,9999,9999,9999,6425,4653,someday,[],Only Tor,1.9m sats,1,0287c2329c66f74241ded7af95ad2c4aca7487a2cbdd479b580b59694696fab468
9999,9999,9999,9999,6425,4654,WRONGGOPHER,[],Only Tor,1.9m sats,1,024d800cf95a349aa22e3e7d2fe749622be4456ec406b13065001d4873553d420e
3209,3422,4599,4578,2700,4655,Holgiblitz,[],Only Tor,1.9m sats,4,03353908f826924ed8b09bc1d11ae8fd6e50ace2cc6fcde6801652368c6a8fc795
4123,4592,1248,1877,4278,4655,start9-0x1ea0ad7614d62910,[],Only Tor,1.9m sats,2,03588bfcc6645186697735ee97f0e0ecbe350b27446a1fb5c63a93cc0fe276330e
4123,4271,4561,4339,4278,4657,VIOLETBOUNCE,[],Only Tor,1.9m sats,2,02296a93959dcdf276491abf42bde5a85c9708b295cb602fe439f48ce3584f8dc1
9999,9999,9999,9999,6425,4658,038ad97724bd385f2bfe,[],Only Tor,1.9m sats,1,038ad97724bd385f2bfe224f83d649b72684a51c36ac01979449515f8c557a3fed
2626,1076,4168,4335,2301,4659,039fe3a61b5ca53e7303,[],Only Tor,1.9m sats,5,039fe3a61b5ca53e73035d29535f2335637c26fc16098f9c904df8b1d9659870ed
2239,2280,3499,3587,2301,4659,visionpixel,[],Only Tor,1.9m sats,5,023eadfde106050d4e2711238f3c55378e32edebf7065f3350e070600924e043cc
2239,2202,1451,2345,2006,4661,JFKnode,[],Only Tor,1.8m sats,6,025101501ef01906385abd6c1c4a42817973764ac08c6764cb884394b40f1b0edb
4123,4012,3965,3984,4278,4662,One4All,[],Only Clearnet,1.8m sats,2,0229afbc6738a7425d9af52824a6f8064351444e2855ac5a2fee866c839be459b1
4123,3656,4616,4775,4278,4663,ORANGECHIPMUNK,[],Only Tor,1.8m sats,2,02dac0e6a57a7004f529eb8aec54201b49df572dfdb95ed99a002eec4093551cb3
3209,3100,4354,3631,3296,4664,satearn-games,[],Only Tor,1.8m sats,3,02acd50a45c29fa409ba047dc77ce0cdedb9953f7cef7420ad734a85a0386e08eb
9999,9999,9999,9999,6425,4665,STRANGEARK,[],Only Tor,1.8m sats,1,03edd49be9af3c8e9c7a676d38d31f41e833922e005370eb1e546f980b5a618912
4123,4592,1114,1717,4278,4666,0300f2d65a057e7afd2f,[],Only Tor,1.8m sats,2,0300f2d65a057e7afd2f02b034e84c730958ed81a0dc2eee47528a22ad2d62ea81
