Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Node_Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
9999,9999,9999,9999,1921,1659,diyREBEL,,Only Tor,2.0m sats,1,02d06be7fd0073e8edd3575f42f85cea552d7b38ff68dd1cddce56a25b74b06cbe
9999,9999,9999,9999,1921,1659,setzer,,Only Tor,2.0m sats,1,033290eedb01a3584b248fa928fbd612b69681300fa9e5b313e6e6de24a9d98f31
9999,9999,9999,9999,1921,1659,DeltaNode,,Only Tor,2.0m sats,1,02ff0713dfc6191e69033895098837d46823ba25241d6af1e896900f1b20f6cbe5
1008,1207,745,486,1090,1659,IRATEANALYST,,Clearnet and Tor,2.0m sats,2,03a1eae2e9790eb8d0b8e66825b16dd54bc70a7c87973774d50536e386214eaabd
9999,9999,9999,9999,1921,1659,ggeztrip,,Only Tor,2.0m sats,1,02fd67a5d7b697537a19a7af3de190afca630e727fc9a6468a7adb1aea1665d7b4
9999,9999,9999,9999,1921,1659,lightning honk,,Only Clearnet,2.0m sats,1,0359f88efc91da26b443d2fb611b6240531dc662ff6c789fedebeff45cf04833ae
9999,9999,9999,9999,1921,1659,p1n9,,Only Tor,2.0m sats,1,03591f277734a0e0e2881f2e07868f390cbfec7de918e3fba49158cd55400f394c
1008,1207,1260,1257,1090,1659,NotYourKeys,,Only Tor,2.0m sats,2,0359149077d5a361134dd8838633b35c5c7558198e7f01c3bfa517b8a0c482a5f6
9999,9999,9999,9999,1921,1659,Dive,,Only Tor,2.0m sats,1,032d330f24cfac7142561e961ba5c11f17ea4dde3e2b3cd257241c0073787e3310
9999,9999,9999,9999,1921,1659,D&R' lightning,,Only Tor,2.0m sats,1,03a0eff7571c0df85de299fe9dac581f67dae2eabb087fe15e2ddddeead195e449
1008,950,922,1000,1090,1659,btron-02be,,Only Tor,2.0m sats,2,02d09963d2de16bd6e1d71b124cb7d8d894351a31099576ec1cb2821e69c6b02be
1008,688,668,793,1090,1659,03bfafaf4e705c516a62,,Only Tor,2.0m sats,2,03bfafaf4e705c516a62ce729c86b0f66b0a55cffbb256f8d6110ca8cc3450b864
9999,9999,9999,9999,1921,1659,02c38ff358e8588649dd,,Only Tor,2.0m sats,1,02c38ff358e8588649dddc4c7ef9bec80747136232f5a3c2060220891c8a6cd747
734,387,741,567,774,1659,smallnode,,Only Tor,2.0m sats,3,03a41e1233793e61dd3b6b4839e3f2e44bc30af985713da12500734484f9ace955
9999,9999,9999,9999,1921,1659,LukeAndRey,,Only Tor,2.0m sats,1,03314752609894ad71ce9eeaf3597dd8013c3569594ade4ae36f1172a0f8f4adf4
9999,9999,9999,9999,1921,1659,LiberTree,,Only Tor,2.0m sats,1,03317bd8710e64b280c80fbbbb9a85c814a27c5a94c055dc6bb7799345223bb121
9999,9999,9999,9999,1921,1659,Bitcoin_Rocks,,Only Tor,2.0m sats,1,0255788ad43955018d28c1390eaabcad52f8e2ba49f3c2a78fe08a0c8f8a7aa34f
9999,9999,9999,9999,1921,1659,Sats4All,,Only Tor,2.0m sats,1,03ac80331775d256eeb7438463e9cf1b986fcc77f84d9501cb52f34ab957fb6e1b
9999,9999,9999,9999,1921,1659,Mars,,Only Tor,2.0m sats,1,022c8b51b83fd085c07970a8392d79d1e69238ee581f19ad823fbd11141507a3fa
9999,9999,9999,9999,1921,1659,nodorobico,,Only Tor,2.0m sats,1,0339be993760b0bfa4d45f775922d07992d19d9ba77faa4af6993d71e10404065c
9999,9999,9999,9999,2697,1659,02720532ca693d59de22,,Only Tor,2.0m sats,0,02720532ca693d59de22c1c059498fa8fd86d28121d298d6531953ca4ff21caad8
9999,9999,9999,9999,1921,1659,🍊🐝,,Only Tor,2.0m sats,1,034f66bbca1b67f29da35dee74fa87de23974308415cbf4b68c37ce80c259205cd
9999,9999,9999,9999,2697,1659,octoAKA,,Only Tor,2.0m sats,0,030aca23ab45f25dbc5ca08a72bef04659cec4a1fa5aeb0761026dd6a3e75244b8
9999,9999,9999,9999,1921,1659,IlPriorato🙏,,Only Tor,2.0m sats,1,02fcb036eb171ca03102b1377bc7ac168225a253e735e82f09df5f546fc70577ef
9999,9999,9999,9999,1921,1659,F You Money! 01,,Only Tor,2.0m sats,1,02758d961750972030292701d85c90e332bc1b7d8db0e705df3f087d285f9caf06
9999,9999,9999,9999,1921,1659,zapread.com,,Only Clearnet,2.0m sats,1,02cda8c01b2303e91bec74c43093d5f1c4fd42a95671ae27bf853d7dfea9b78c06
9999,9999,9999,9999,1921,1659,Vespasian LN,,Only Tor,2.0m sats,1,023b91f29eeea2b700944f2da3adc0213d1804d082567215060093ee0b3ecc49a2
1008,387,1263,1259,1090,1659,02ba1722c9beb884f6bf,,Only Tor,2.0m sats,2,02ba1722c9beb884f6bfa98181032054c5b7fff0c4408ffbc1bb856381b6350868
9999,9999,9999,9999,1921,1659,🌴Bitcoin Hawaii🌴,,Only Tor,2.0m sats,1,038a32819be0c97d615ebcc2dbef7ad839990ebc8bce62104ad4dff65f7f45b64c
9999,9999,9999,9999,1921,1659,HiroshimaJP,,Only Tor,2.0m sats,1,034261d3b764f06074c5fda1677c1a3fced88c58e69b1bca617d0a8e0b1165b6a3
1008,628,174,162,1090,1659,034fda220d14b07d0cb1,,Only Tor,2.0m sats,2,034fda220d14b07d0cb17beaa1627ad86f21d61db1f6eb15b7db453a7aa08158eb
569,448,173,186,473,1659,034cecdd89f83872e8eb,,Only Tor,2.0m sats,5,034cecdd89f83872e8ebffcbd5ce57a22d8d680f2348207e7734a1e38c392ab755
9999,9999,9999,9999,1921,1659,start9-0xbd94c7addba7e518,,Only Tor,2.0m sats,1,030b7b5e6fead4bf02816890e18c71bab6141904cf51e3a4a7371a100462325982
1008,827,589,660,1090,1659,Flirting With Bitcoin,,Only Tor,2.0m sats,2,029c142c1fd07921dae72258e928d460173a93733fad2d650e0e72ab994746cbad
9999,9999,9999,9999,1921,1659,EL CAPITAN,,Only Tor,2.0m sats,1,038d393aceac447a0238fb91482203185a96bf186362b917721779c1b1d7139b54
1229,1207,1277,1278,1090,1659,Daemon,,Only Tor,2.0m sats,2,027aa5b1dda58f812dc1572579fd1984f8a4bb01e2effe7e7251839da82e99bdc1
1008,993,1079,1055,1090,1659,030df199c4aade24c5f2,,Only Tor,2.0m sats,2,030df199c4aade24c5f2a723ffe1d138081787d032f575dfc96c9352d840cab272
9999,9999,9999,9999,1921,1659,02ba54ee7b7aff8db6f9,,Only Tor,2.0m sats,1,02ba54ee7b7aff8db6f9a933046a64c13015c789353e53db807c2ef11e715a53aa
9999,9999,9999,9999,1921,1659,03416a2754f4cf3b90f1,,Only Tor,2.0m sats,1,03416a2754f4cf3b90f1cad3ecd1b77d2a79320f990afc823957adedcbc7d7f5f8
9999,9999,9999,9999,1921,1659,LightningRunner,,Only Tor,2.0m sats,1,02593f7753cc5e41be97392d4060d7f71d380a0d62fd2f9192f02742ffd3b2a195
9999,9999,9999,9999,1921,1659,03977a81804ebf58db4a,,Only Tor,2.0m sats,1,03977a81804ebf58db4aab2b32e747471d96da9ae65c31e6805250e9ef68a7a72e
9999,9999,9999,9999,1921,1659,ZAP.RENT,,Only Tor,2.0m sats,1,033e8ff85555a1c6e893d72825c27bd4703827fd67cf85ca4c8bb8a41d40e78817
9999,9999,9999,9999,1921,1659,cagapollo🐔⚡,,Only Tor,2.0m sats,1,02a5e151038284a632aa944df938bf13be3936a969d7da15bb3acb86efd6f8f4da
9999,9999,9999,9999,2697,1659,033bca8ef6e320ada397,,Only Tor,2.0m sats,0,033bca8ef6e320ada397b0d8d008bdd7fc9cf1485ba29c52dea6d055e1a09a757c
9999,9999,9999,9999,1921,1659,MrGlass[🤘],,Only Tor,2.0m sats,1,038b19417ee84b5469217efb333b677caec115e0298823e71148d2741b40cb62d1
9999,9999,9999,9999,1921,1659,0395ac249d64403e98e3,,Only Tor,2.0m sats,1,0395ac249d64403e98e344a510581893ee9855b0ddf25a30b5de1c6d2567a8a987
9999,9999,9999,9999,1921,1659,BTCPay_Gianlock,,Only Tor,2.0m sats,1,031d49ea984bfef0be80f2c0206ff508882a912ff7914d03dfc60e3f712e0be8f7
9999,9999,9999,9999,1921,1659,bitfreaks,,Only Tor,2.0m sats,1,0228b9e146a85193191b0f7b01198058d47aafb226042d6c4a393173fc1cdd39c1
1008,1207,134,141,1090,1659,02bcde8f404ae85e7ac0,,Only Tor,2.0m sats,2,02bcde8f404ae85e7ac0e904f6ec2e2bcfe96da0e47379b6d612d6fb4eea64269e
734,1005,1102,1116,587,1659,GreatExpectations,,Only Tor,2.0m sats,4,039243cc1d359b3b93d5c7ff70c933cf14ec2b940c7c0842cfa5616f817a571b24
1008,803,724,638,1090,1659,DESPERADO,,Only Tor,2.0m sats,2,02bc9e6cbb2eb36be47a567947a90f838131608b1d18ad77e492cbdfe966224332
9999,9999,9999,9999,1921,1659,micronode-user@lnfi.network,,Only Tor,2.0m sats,1,03ea889cadb57a5b642dfbf6bf82e5370d4f5ae5620e16ed753bf8bada54016b9d
9999,9999,9999,9999,1921,1659,DeltaSwap,,Only Tor,2.0m sats,1,03930b55a0b824ef3190ec623cffef7e91dfb336ac239d18c62f2987d382d77e5a
1008,1073,1271,1272,1090,1659,02a5dbc008844d58b839,,Only Tor,2.0m sats,2,02a5dbc008844d58b839365959d36f841e2498519e9cc5e8082b3ae2db0c1669ac
9999,9999,9999,9999,1921,1659,Houqua,,Only Tor,2.0m sats,1,0392a123b595e73dbb6588b683116bfa410d9ff1caed613d21cc758beb666c5b5c
9999,9999,9999,9999,1921,1659,FREIHEIT156,,Only Tor,2.0m sats,1,03929f54880391fc75b88678fe4388a2f067911c9e75a5640fd9e52a3165efd444
9999,9999,9999,9999,1921,1659,MadHatter,,Only Tor,2.0m sats,1,0340abefa52d2f37a9ab4ebc349cb50ba6b72e639540d5cbfab6bf0354b7011cc5
9999,9999,9999,9999,1921,1659,🐈 MediumOfExchange 🐈‍⬛,,Only Tor,2.0m sats,1,02b9735190f3e98ee3d96f0cef0bcd02af2ee37141d5c2d969683b354e2293fd8f
9999,9999,9999,9999,1921,1659,Donatello,,Only Tor,2.0m sats,1,02fd2ff4e1e9398c270e59e4db2ad70ba35b55054d4bd4f6c79e89ada0a7e15da2
1008,1121,977,997,1090,1659,pardefritos,,Only Tor,2.0m sats,2,02acab9cc58d44acc45ad1ecaabd231210588ebbc734642db6f7ca844c90c2c7a2
9999,9999,9999,9999,1921,1659,02aa4921021498cc7017,,Only Tor,2.0m sats,1,02aa4921021498cc701744b9ab3c39ff89c7439d63ffe3bf290bae57de002fdc8b
9999,9999,9999,9999,1921,1659,Sensei's New Dojo,,Only Tor,2.0m sats,1,02fa0e7a8a4b5a6adce412d230698528fef78da778ee59d67098918326e0a29a0b
9999,9999,9999,9999,1921,1659,Plebus Nodus,,Only Tor,2.0m sats,1,02a9edda359d2b2f0814cdbe80a10ef815931d68bcbc4bd5498e109187b34ce310
9999,9999,9999,9999,1921,1659,6511🔸,,Only Tor,2.0m sats,1,03e048105d47bc7ec0138903a7d7e5f82febce70bf46d026b17fda6c933db0be7d
9999,9999,9999,9999,1921,1659,Mapix1,,Only Tor,2.0m sats,1,036651fbf59f5e0432f404a1f7a81446ee87637e1b5b70ca8c27e95d9198d0f684
9999,9999,9999,9999,1921,1659,HashQuark02,,Only Clearnet,2.0m sats,1,03d28ac32e13a26bc2bc4c2e24adde07d8db2c27557de8047767e41537304bc64d
9999,9999,9999,9999,1921,1659,BlindOwl,,Only Tor,2.0m sats,1,0294f3e45ef1a1f70cad57ef1b5c412e318e2dedd561e8f15829b83be8a2f18b37
9999,9999,9999,9999,1921,1659,meteolab.online,,Only Tor,2.0m sats,1,020df9bce498c3063f8046dcf036f075556628a2165958e7e5f35838e3534e6c41
1008,1207,162,135,1090,1659,Halcyon,,Only Tor,2.0m sats,2,02face6fa62c8766d832bb12674b8cc21c4d20ec0b84d6ba3e1f3d3ce1501e7d2b
1008,1080,675,690,1090,1659,Dezeland,,Only Tor,2.0m sats,2,0200420ebfb0c6162e7dfcbcb5ca23df9f423ceb0536617d1b4549fc4efa6a15d5
9999,9999,9999,9999,1921,1659,⚡️QuantumVacuum⚡️,,Only Tor,2.0m sats,1,0217eb59c85ae76bc0d258862ba1dbc43adee6a9f0317caaf6494d98366c949c6b
1008,967,940,976,1090,1659,NoGoodNode,,Only Tor,2.0m sats,2,036fe0795980588a1489d2ddf11f47a0ac36671e2cbff46bc4ace52738f15a1956
9999,9999,9999,9999,1921,1659,DarthPikachu,,Only Tor,2.0m sats,1,02dbdf2312bb589a721604f3cff62d11f0d9adcd3602a66df3c413e8ba0c565692
9999,9999,9999,9999,1921,1659,Mr. Popular,,Only Tor,2.0m sats,1,0369fd642ff410d5dd30bcb76b16dce2dff6f53db8ebc80c1a0bd85ff0fffad09b
9999,9999,9999,9999,1921,1659,a48lnd,,Only Clearnet,2.0m sats,1,03cf486ed3df742e344c7e944019e147ee7a01cdfdfb123bc3042f4c6e9feb3934
9999,9999,9999,9999,1921,1659,ceiling_cat,,Only Tor,2.0m sats,1,0284e8a31fd0089eb4861856c787e56a6f5b5e6114389ee160eed23d431a4b42cb
9999,9999,9999,9999,1921,1659,02456471f94fd3cb974e,,Only Tor,2.0m sats,1,02456471f94fd3cb974e10c32b40631d09e2cf20993d125861412bbed7b7561d12
9999,9999,9999,9999,1921,1659,The Ferryman,,Only Tor,2.0m sats,1,03caa3adae5555ab540b1b66d4c74d61bbb4f6b5281eaaa6f4c389cbdd8a63537d
9999,9999,9999,9999,1921,1659,private.fedaykin.lnd,,Only Tor,2.0m sats,1,02195f59cc56aee9266d4d335e08fe7a548b43e9569385ce9ff23fcc982fce60a9
9999,9999,9999,9999,1921,1659,node201.fmt.mempool.space,,Clearnet and Tor,2.0m sats,1,03fbc17549ec667bccf397ababbcb4cdc0e3394345e4773079ab2774612ec9be61
9999,9999,9999,9999,1921,1659,No Second Best,,Only Tor,2.0m sats,1,02f404e04e72691f2501d9b375ed64a52f1ec9128680f9b89af26ca87cd5211637
9999,9999,9999,9999,1921,1659,BTCsessions,,Only Tor,2.0m sats,1,02e0d304ea61db67dcee3c3c4b53b1c43e3ed0a52e369cc86fe6e3562579739aa7
9999,9999,9999,9999,1921,1659,And1129,,Only Tor,2.0m sats,1,028fce1b96d813f5b2b67667da98051dea6e64dbe0dc834ee8121df556724be9d4
9999,9999,9999,9999,1921,1659,quietNaN,,Only Tor,2.0m sats,1,038236471e138a6ce54a1b02f2f41964ec94e333adaf0cb08f9fc4eda4ad9868d8
9999,9999,9999,9999,1921,1659,Circularity,,Only Tor,2.0m sats,1,02e12fea95f576a680ec1938b7ed98ef0855eadeced493566877d404e404bfbf52
9999,9999,9999,9999,1921,1659,LightningCanada,,Clearnet and Tor,2.0m sats,1,0290681a8483f53775eca26674e215890e06a42e389c1cd0f6e0e4f46e8583c48c
9999,9999,9999,9999,1921,1659,BitcoinDeepa,,Only Tor,2.0m sats,1,03c8ba74efbb09b4223746e19bdd96ea6b7cbcab06e1cd51f363f9be7b8b444b40
9999,9999,9999,9999,1921,1659,D.L.S🏜⚡🌪️,,Only Tor,2.0m sats,1,036170c5f4fa822a4bb1b23535eaaace9376884d3717903370d5cad5ea3c8e3959
9999,9999,9999,9999,1921,1659,NEEDcreations,,Only Tor,2.0m sats,1,0296f520f768fc42885cc996ccd4af02a15726063ee8b736746f7ff583eac2cf02
1008,1207,928,1072,1090,1659,InwAsanee,,Only Tor,2.0m sats,2,02491e5a8d534bf5bd0dfd3688d5a2c18cc85b36ede0c9612168aef9e72febc26b
9999,9999,9999,9999,1921,1659,2Sam2215,,Only Tor,2.0m sats,1,02e954c98c3885e0f03cf382d7a4aa7dbf0b13998ff356a92f461067dad550369f
9999,9999,9999,9999,1921,1659,CHILLYRAGE-v23.08,,Only Tor,2.0m sats,1,02effb95d5fd396694b6831922c07aa32be52cd5ea6f3c2624301b5d8e30587eb9
9999,9999,9999,9999,1921,1659,Mount🔸🗻🔸Satmore,,Only Tor,2.0m sats,1,03c8991cda06ca118ce3ca8ab422493a3527c948d8156918766d2d62b5cdae3058
9999,9999,9999,9999,1921,1659,PlebLab,,Only Tor,2.0m sats,1,037ee44924e3c0e3a334740214e08e39ddc79a84ec3992fd874c9fab65b0eca7c7
9999,9999,9999,9999,1921,1659,✨ OMSAM 02 ✨,,Only Tor,2.0m sats,1,028d8c9b23b0ce90520eb9bcb1fd64ebb203f3a7390aa9531083ae396a9edc8214
9999,9999,9999,9999,1921,1659,RingofKafrene,,Only Tor,2.0m sats,1,02170ffa14bc0486252ad0213e698570cb5492955f6f6cd5ab97145a94e11ae696
9999,9999,9999,9999,1921,1659,satsophone,,Only Tor,2.0m sats,1,02e98e5929c25f16f7c15b9026b9986e32dc36ba62c6497f436984b40fc3f0d7ac
9999,9999,9999,9999,1921,1659,CB⚡DC - Highway to Hell,,Only Tor,2.0m sats,1,028ba0d4be716834f38a8f1a9203855f48feba85ca260e5024703d365b8571705b
9999,9999,9999,9999,1921,1659,SmartiNode,,Only Tor,2.0m sats,1,0385d1dd709be3c34e2323a1ce8592806770c0c581bb1f61ea36ee2a6049e108f8
9999,9999,9999,9999,1921,1659,ZhruzRaspiBlitz,,Only Tor,2.0m sats,1,03d043921e53a7b12a72e298aee8607b3cf7d282075972ec37d94a713c62335476
9999,9999,9999,9999,1921,1659,WorldWideBank,,Only Tor,2.0m sats,1,028da6616b0afeaf16c9ec576074deb7b371ac9fbad15ca7a6bd1a79b2ffbf1081
9999,9999,9999,9999,1921,1659,satsRouter,,Only Tor,2.0m sats,1,023ef4f837bc76e5c5dc5765141edf54feea809ebd58464785c6fefdf7a19cb91a
1229,1207,1237,1229,1090,1659,MonkeyGlasses,,Only Tor,2.0m sats,2,03e22a079ac86d06370bc74f0278de511fc1f64218973ae5129a037b89d71f684d
9999,9999,9999,9999,1921,1659,3SN-Network,,Only Tor,2.0m sats,1,03cf4f25a3e6275e0b4965f03c7e51933a85dff380f7daa2d9716250bf2fe732e0
9999,9999,9999,9999,1921,1659,02deb807c67c8a021566,,Only Tor,2.0m sats,1,02deb807c67c8a021566ef9edb88cc9b95e7ffa979fd4efaf7a2a1a6cbba154b4e
1008,1006,1096,1113,1090,1659,Dawn of Freedom,,Only Tor,2.0m sats,2,036d306e01a65128e5130c99a004119f36bc296ee6f002a7c3c478530b8249a548
9999,9999,9999,9999,2697,1659,NodezOut4Harambe,,Only Tor,2.0m sats,0,02ed09e8fb8f2d2de638159958a108b1c374830c55f3ff46275b010dd34cdfa50a
9999,9999,9999,9999,1921,1659,Lebensbaum,,Only Tor,2.0m sats,1,02ab0f5e84418c8436d6feac93844836f260b48a22bb1a789bb3d12f951a0c6b73
9999,9999,9999,9999,1921,1721,CHILLYWHISPER,,Only Tor,2.0m sats,1,02612b51b61a90e19ec4c6b0f3409e58175efe66cbf665df7805cafc84aee3a551
569,186,156,140,473,1722,Ponyo,,Only Tor,2.0m sats,5,0227187fb54ce76d45a67d7cfd2aea6abb4598a5a0dc080ec8ef1a0184c0b837ed
9999,9999,9999,9999,1921,1723,BTC Map,,Clearnet and Tor,2.0m sats,1,03ef01535d57cd3a3ddff8b4050650b278991b3eb7853f772a200079b9adb24988
9999,9999,9999,9999,1921,1724,BLUCIFER,,Only Tor,2.0m sats,1,0374fd7bf28122a8cef4eae815a9ee15514c3f349ee7eefd68bb6e602283461732
9999,9999,9999,9999,1921,1724,02b65c2d121a229b3df1,,Only Tor,2.0m sats,1,02b65c2d121a229b3df188d3b90599e398bbca05388a1b4ff74f3c9d4ead20d0ea
9999,9999,9999,9999,1921,1726,StreamPipe,,Only Tor,2.0m sats,1,02cce866b659a12f14e29efccc3c240eaa16bfee3c763bdfddc9808244738c4cb3
9999,9999,9999,9999,1921,1727,Satoshi's Free(dom) Energy,,Only Tor,2.0m sats,1,024bfbf4ce7b1aa7fb1624fb7c1f9a317e5dcff2a75f264e8616c9313c1062aa39
9999,9999,9999,9999,1921,1727,start9-76y6vy8ai,,Only Tor,2.0m sats,1,038a689ba44fd16932c403f154c0f9f8468f2f149b28016fab47cea08a66cdc2cf
734,166,871,855,587,1729,Pew Pew Pew!,,Only Tor,2.0m sats,4,039dce5f4f268060d7128267caba658a7e8cd0effaeb81f0daeef843ce2b22110d
337,311,375,571,1090,1730,VIVA La Lightning,,Only Tor,1.9m sats,2,02f6155b106a9f92a13738833ec7e25da58fab1fdef3ac085571c3984bb277d547
9999,9999,9999,9999,1921,1730,EMPO_SMLL,,Only Tor,1.9m sats,1,02050c19efa483b14810bd4a83dd0c86d76c2c968e6606624b65b4a78907b6aed4
9999,9999,9999,9999,1921,1732,Nodesignal,,Only Tor,1.9m sats,1,0291badfadbd833b39870e30ac408e321bc5f32a459e4cf631ca2e5d522e2392f5
9999,9999,9999,9999,1921,1735,GordianKnot,,Only Tor,1.9m sats,1,0395b323943403c870e59175b0707ff41828a5f0896465ef4ac14566f62604154a
9999,9999,9999,9999,2697,1735,jonode,,Only Tor,1.9m sats,0,02ba561887abe7da351d0863d1f0a1f1559903ad719cfa50b3258f4a5284522e5d
9999,9999,9999,9999,1921,1735,F-Node2022,,Only Tor,1.9m sats,1,0228d33e80417710e2191b274608a93ee425f1f708eefc842c5d845647ba0ef665
9999,9999,9999,9999,1921,1735,TR28,,Only Tor,1.9m sats,1,032616381fa4654d1dc85f060cbd9ff3ee6f416d24dd0ca5a067e19354dcfe3cee
9999,9999,9999,9999,2697,1735,02f4e1fd5a6222035a30,,Only Tor,1.9m sats,0,02f4e1fd5a6222035a30f0d0d077918576a9a53e69eda7208d34dbdc24c8717d2f
569,281,957,940,587,1738,loveisbitcoin,,Only Tor,1.9m sats,4,02af08e15f8164a698145e7ce50b7fd6062c49cff5eac54c40e1e04673f32f13c1
9999,9999,9999,9999,1921,1739,pay.cryptodesk.bg ⚡,,Only Tor,1.9m sats,1,0207802da905013eb9f68d129c98a14f61eaf86b64e5ddec0177562b0c7de80a16
9999,9999,9999,9999,1921,1740,btcbrother,,Only Tor,1.8m sats,1,02e113dc70965e608ba18097e8d436a12b5496adf2245792f4e58168f815f3e882
1229,1207,1240,1234,1090,1742,be glass,,Only Tor,1.8m sats,2,02e7325acff0bd65e0425a30827abdb2b73cd08d5436bd4ed0fc9e08fae0c25835
1229,1207,1262,1263,1090,1742,dollarcostaverage.me,,Only Tor,1.8m sats,2,03b63ef8910a2c2c593846540381194bef9e5fd43addf33937836480fece91e21b
9999,9999,9999,9999,2697,1742,027b4faa23aa5ace29c8,,Only Tor,1.8m sats,0,027b4faa23aa5ace29c8fbebc1f6df704ed5fbe0575e0e0634ecbc479491b52529
569,561,603,683,587,1744,danode,,Only Tor,1.8m sats,4,029a566794ad73cc857330d995e2e43961142ec758372e3062ba179efa5416fab3
9999,9999,9999,9999,2697,1745,⚡ @leblitzdick ⚡,,Only Tor,1.8m sats,0,02cf19b8ff79dbbd76350ad6ed8ea46f2150f80dc790536442ebf206aef451f220
1229,1207,1184,1167,1090,1746,PEEVEDMAESTRO,,Only Tor,1.7m sats,2,02c2b6b029bebeda4e49468cdd0e3d21fdfdfb81fa94d51e7a79fe0be505fc49ef
9999,9999,9999,9999,1921,1749,02386862ae5fb79dea50,,Only Tor,1.7m sats,1,02386862ae5fb79dea504f5664c5e35587c1efb7f7063a07e0c1a4b961fe3f5460
1008,771,397,591,1090,1749,hodly,,Only Tor,1.7m sats,2,021039b778fb9ce9e349c39f9b5ed7aaab7ee94c43b9c079d3c5cb8b38b919ef99
734,106,186,194,1090,1749,raspiblitz-piezzo,,Only Tor,1.7m sats,2,03f72d1183db73532084d7e9290a78e36a796b334677b2f68bc4312de4f89d9c80
466,255,165,170,399,1749,028059662c65626f3002,,Only Tor,1.7m sats,6,028059662c65626f3002290dd3151186bc1952726c03f56012406f3ceadb81cacc
1008,734,504,630,1090,1749,02583ed02a82977abd2f,,Only Tor,1.7m sats,2,02583ed02a82977abd2f2067d7f4bd0d32c9f400d3a69df9b1f31c9eedc4f51904
9999,9999,9999,9999,1921,1749,fry-man,,Only Tor,1.7m sats,1,02543337999b6cdaca56c4c107aff55a8b5bce9638092498fa178a9cfbae7d8744
734,398,187,185,774,1753,⚡💰-MINING_PASSIVE-💰⚡,,Only Tor,1.7m sats,3,02df334468ce70cc76bcd7042f2ccfbb9a364c86bc4ebc925720ae609eff84de31
9999,9999,9999,9999,2697,1754,TURGIDSON-PLEBNET,,Only Tor,1.7m sats,0,0381de1709efbda38f9afd2d47399caa19a2630c0c795acd24755efa442685fc7d
734,905,1081,1019,774,1755,Viriato,,Only Tor,1.6m sats,3,02d5cdc220c5f5a5db6c72249506f1106a110d05060408f7fc5f6131235bda1a1c
390,595,1073,1085,262,1755,HouseofBlockchain,,Only Tor,1.6m sats,9,039ac95a95b56190ec09888ede3618a4b2b8bc91e0423ecc55eadeec5c86218a67
9999,9999,9999,9999,2697,1757,nineoneone,,Only Tor,1.6m sats,0,03d7a94bf7cde693299596c5559177693fd75b08193cf80769b4fda619b1b17c9c
9999,9999,9999,9999,1921,1758,02f7e26b48d158386ce2,,Only Tor,1.6m sats,1,02f7e26b48d158386ce206fa536033217fe5a962ec39ec4d5ae66ebd1eac83a334
1229,1207,1150,1107,1090,1759,contact-ubongjacob,,Only Tor,1.6m sats,2,0269ef3ed4a6048a773c2c5fd3209d886a429c825fa0b0bc1b352e34d505a294a5
9999,9999,9999,9999,2697,1760,SwissNode1291,,Only Tor,1.6m sats,0,0209f4523ad0c4b17be4a776dc2063a874a3d19c2db4a796af9222cb183bfa9c0e
9999,9999,9999,9999,1921,1761,tempestmoney,,Only Tor,1.6m sats,1,02836794e5e74e835c63e56dd56dcc31300ead55dc5437693e8f0d5ddcfc630d5c
1229,1207,793,651,587,1762,qmochi,,Only Tor,1.6m sats,4,0312c5a16a7e81aeb18332295f78d9cd8f6c4264e9e524bcda3a43ce8a7a53bcd9
1008,815,725,593,774,1763,Amboss.Space,,Only Tor,1.6m sats,3,03006fcf3312dae8d068ea297f58e2bd00ec1ffe214b793eda46966b6294a53ce6
1008,1097,1088,1035,1090,1764,024932a9d1956003233b,,Only Tor,1.6m sats,2,024932a9d1956003233bbf7d8f2a838eb1097c403ef59b74d1175ece05aa5d38f0
9999,9999,9999,9999,1921,1765,Milton,,Only Tor,1.6m sats,1,02eed1e9e303b1d621221835249715ec8f2dfed922af898a764f42b427a971ee18
9999,9999,9999,9999,1921,1766,iguanasoft[B],,Only Tor,1.6m sats,1,0385902df6b6980d87316073868672e96dbb7efa691d17d845eb61fafde866c09b
734,465,1018,1083,587,1767,Teilcorner,,Only Tor,1.5m sats,4,020cc974f733c32907b1a8cd7da6fc6c896e8eb45e1a1c3ec28a46b69b2fefe4ff
9999,9999,9999,9999,2697,1768,BAGEL,,Only Tor,1.5m sats,0,024b257b45bf46b9ce2f361c8199f69992e9b5b7b3210f4a6f618754012691ad2e
1008,611,177,175,1090,1769,ZamaLNCenter,,Only Tor,1.5m sats,2,02109ab6b08d040364c660cc176ce54b1bbcb6c33c2fab3e26a63ec3b260927d72
569,970,1022,923,587,1787,Xantoshi.lnd,,Only Tor,1.5m sats,4,0206ea71e1d599b322ee30b06ffee8b97bb4dac48637a02e5a71de8e378d4cc8db
9999,9999,9999,9999,2697,1787,hub-lnd-gar-nodl-it,,Only Clearnet,1.5m sats,0,0227230b7b685f1742b944bfc5d79ddc8c5a90b68499775ee10895f87307d8d22e
9999,9999,9999,9999,1921,1787,PixelNode,,Only Tor,1.5m sats,1,03104aeb4121f194d2996edaf1ada75ec397d9c746151d4c7023c3aa20dd1eea0c
